llm,composition,weighted_acc,mae
ministral3-8b,gsmsymbolic-test+mathhendrycks-test+scibench-test,0.8314153038562487,0.1482336166273351
ministral3-8b,gsmsymbolic-test+mathhendrycks-test+theoremqa-test,0.8419051430858515,0.1914351967940963
ministral3-8b,gsmsymbolic-test+livemathbench-test+mathhendrycks-test,0.8633928571428572,0.1581999383874106
ministral3-8b,gsmsymbolic-test+mathhendrycks-test+matscibench-test,0.7994252873563218,0.103377679318101
ministral3-8b,gpqa-test+gsmsymbolic-test+olympiadbench-test,0.7245824255628177,0.0738852501620385
ministral3-8b,gsmsymbolic-test+olympiadbench-test+scibench-test,0.7308434157460986,0.0865648193878897
ministral3-8b,gsmsymbolic-test+olympiadbench-test+theoremqa-test,0.7407342961545154,0.0910166400247274
ministral3-8b,gsmsymbolic-test+livemathbench-test+olympiadbench-test,0.7491395793499044,0.0764987345260181
ministral3-8b,gsmsymbolic-test+matscibench-test+olympiadbench-test,0.7073701842546064,0.0756669940064494
ministral3-8b,gpqa-test+gsmsymbolic-test+scibench-test,0.7888413765017308,0.1056699441509023
ministral3-8b,gpqa-test+gsmsymbolic-test+theoremqa-test,0.7997981836528759,0.1225791165063416
ministral3-8b,gpqa-test+gsmsymbolic-test+livemathbench-test,0.8165840468679585,0.1052953120657517
ministral3-8b,gpqa-test+gsmsymbolic-test+matscibench-test,0.7587871765160293,0.0918551478475162
ministral3-8b,gsmsymbolic-test+scibench-test+theoremqa-test,0.8038834951456311,0.1647972339119
ministral3-8b,gsmsymbolic-test+livemathbench-test+scibench-test,0.8204187351608029,0.1170158467147377
ministral3-8b,gsmsymbolic-test+matscibench-test+scibench-test,0.7641913270053974,0.1097499115407456
ministral3-8b,gsmsymbolic-test+livemathbench-test+theoremqa-test,0.8317297412871499,0.1657108954740685
ministral3-8b,gsmsymbolic-test+matscibench-test+theoremqa-test,0.7744138822226324,0.1282754992671929
ministral3-8b,gsmsymbolic-test+livemathbench-test+matscibench-test,0.7869387755102041,0.0950504217129489
ministral3-8b,mathhendrycks-test+olympiadbench-test+svamp-test,0.5145251396648045,0.0700463412818366
ministral3-8b,gpqa-test+mathhendrycks-test+svamp-test,0.6282565130260521,0.0921953123934654
ministral3-8b,mathhendrycks-test+scibench-test+svamp-test,0.6739312657166806,0.1189061288280341
ministral3-8b,mathhendrycks-test+svamp-test+theoremqa-test,0.7219078415521423,0.1652906550665094
ministral3-8b,livemathbench-test+mathhendrycks-test+svamp-test,0.7694444444444445,0.0866300951963584
ministral3-8b,mathhendrycks-test+matscibench-test+svamp-test,0.5883561643835616,0.0906852694544361
ministral3-8b,gpqa-test+olympiadbench-test+svamp-test,0.38729977116704806,0.0857715974217239
ministral3-8b,olympiadbench-test+scibench-test+svamp-test,0.4395265054040144,0.1057697253152178
ministral3-8b,olympiadbench-test+svamp-test+theoremqa-test,0.474584801207851,0.0941961293466783
ministral3-8b,livemathbench-test+olympiadbench-test+svamp-test,0.4108843537414966,0.0878283070296463
ministral3-8b,matscibench-test+olympiadbench-test+svamp-test,0.4113122171945701,0.0867250789598936
ministral3-8b,gpqa-test+scibench-test+svamp-test,0.48653344917463076,0.1181280279013231
ministral3-8b,gpqa-test+svamp-test+theoremqa-test,0.5430962343096234,0.1201380098832013
ministral3-8b,gpqa-test+livemathbench-test+svamp-test,0.45722713864306785,0.0908703990933801
ministral3-8b,gpqa-test+matscibench-test+svamp-test,0.43370944992947813,0.1030578234910867
ministral3-8b,scibench-test+svamp-test+theoremqa-test,0.5942446043165468,0.162080018876954
ministral3-8b,livemathbench-test+scibench-test+svamp-test,0.5578465063001146,0.1190731714291881
ministral3-8b,matscibench-test+scibench-test+svamp-test,0.49101053936763794,0.1259333952342401
ministral3-8b,livemathbench-test+svamp-test+theoremqa-test,0.6281352235550709,0.1565400638697431
ministral3-8b,matscibench-test+svamp-test+theoremqa-test,0.5316837658418829,0.1212423043719369
ministral3-8b,livemathbench-test+matscibench-test+svamp-test,0.47543859649122805,0.1012949178181642
ministral3-8b,gpqa-test+mathhendrycks-test+olympiadbench-test,0.4077568134171908,0.0990529307819832
ministral3-8b,mathhendrycks-test+olympiadbench-test+scibench-test,0.454113171659534,0.1065978342131974
ministral3-8b,mathhendrycks-test+olympiadbench-test+theoremqa-test,0.4862598975314392,0.1022376300194457
ministral3-8b,livemathbench-test+mathhendrycks-test+olympiadbench-test,0.4325153374233129,0.0978738250876019
ministral3-8b,mathhendrycks-test+matscibench-test+olympiadbench-test,0.42616033755274263,0.092795541624538
ministral3-8b,gpqa-test+mathhendrycks-test+scibench-test,0.5041952707856598,0.121763333969379
ministral3-8b,gpqa-test+mathhendrycks-test+theoremqa-test,0.5535055350553506,0.1384495231357177
ministral3-8b,gpqa-test+livemathbench-test+mathhendrycks-test,0.4904534606205251,0.0937220537195083
ministral3-8b,gpqa-test+mathhendrycks-test+matscibench-test,0.45373891001267425,0.1016240026181436
ministral3-8b,mathhendrycks-test+scibench-test+theoremqa-test,0.5980645161290322,0.1503821756927479
ministral3-8b,livemathbench-test+mathhendrycks-test+scibench-test,0.569215876089061,0.1408300875630153
ministral3-8b,mathhendrycks-test+matscibench-test+scibench-test,0.5036661026508742,0.1257822728272565
ministral3-8b,livemathbench-test+mathhendrycks-test+theoremqa-test,0.6285979572887651,0.1538014538404724
ministral3-8b,mathhendrycks-test+matscibench-test+theoremqa-test,0.5404512933406714,0.1178264372684358
ministral3-8b,livemathbench-test+mathhendrycks-test+matscibench-test,0.4946153846153846,0.0965855023376129
ministral3-8b,gpqa-test+olympiadbench-test+scibench-test,0.34497816593886466,0.1639663598812595
ministral3-8b,gpqa-test+olympiadbench-test+theoremqa-test,0.38004750593824227,0.1062130458343899
ministral3-8b,gpqa-test+livemathbench-test+olympiadbench-test,0.2903022670025189,0.1548586186166704
ministral3-8b,gpqa-test+matscibench-test+olympiadbench-test,0.3290378006872852,0.1359818896626608
ministral3-8b,olympiadbench-test+scibench-test+theoremqa-test,0.42478260869565215,0.1440410399172529
ministral3-8b,livemathbench-test+olympiadbench-test+scibench-test,0.35782389231632084,0.1627344284047962
ministral3-8b,matscibench-test+olympiadbench-test+scibench-test,0.3737613951644867,0.1633911449966278
ministral3-8b,livemathbench-test+olympiadbench-test+theoremqa-test,0.39792008757526,0.1193633349851163
ministral3-8b,matscibench-test+olympiadbench-test+theoremqa-test,0.4020257109466303,0.108343225185985
ministral3-8b,livemathbench-test+matscibench-test+olympiadbench-test,0.3380487804878049,0.1311446307596089
ministral3-8b,gpqa-test+scibench-test+theoremqa-test,0.45291777188328913,0.1654721344805661
ministral3-8b,gpqa-test+livemathbench-test+scibench-test,0.34712411705348134,0.2238977200203476
ministral3-8b,gpqa-test+matscibench-test+scibench-test,0.37492778740612365,0.1983269190970327
ministral3-8b,gpqa-test+livemathbench-test+theoremqa-test,0.41835748792270533,0.150338077672834
ministral3-8b,gpqa-test+matscibench-test+theoremqa-test,0.41577464788732393,0.1456757174412
ministral3-8b,gpqa-test+livemathbench-test+matscibench-test,0.31717011128775835,0.200378428031514
ministral3-8b,livemathbench-test+scibench-test+theoremqa-test,0.4959349593495935,0.1715591865684723
ministral3-8b,matscibench-test+scibench-test+theoremqa-test,0.46446700507614214,0.1721868449171441
ministral3-8b,livemathbench-test+matscibench-test+scibench-test,0.39642119752236754,0.1858024339554565
ministral3-8b,livemathbench-test+matscibench-test+theoremqa-test,0.44422177688710757,0.1537166343926815
qwen3-4b,gsm-test+gsmsymbolic-test+svamp-test,0.8840415486307838,0.2000562686500856
qwen3-4b,gsm-test+gsmsymbolic-test+mathhendrycks-test,0.8764436296975252,0.2015191375388385
qwen3-4b,gsm-test+gsmsymbolic-test+olympiadbench-test,0.7814665592264303,0.0816050899583916
qwen3-4b,gpqa-test+gsm-test+gsmsymbolic-test,0.8389063365970811,0.1256761953050904
qwen3-4b,gsm-test+gsmsymbolic-test+scibench-test,0.8327389443651926,0.1028183046470994
qwen3-4b,gsm-test+gsmsymbolic-test+theoremqa-test,0.8481953290870489,0.1529453239039121
qwen3-4b,gsm-test+gsmsymbolic-test+livemathbench-test,0.8695228821811101,0.1561973191688705
qwen3-4b,gsm-test+gsmsymbolic-test+matscibench-test,0.7996595744680851,0.0878692253376143
qwen3-4b,gsm-test+mathhendrycks-test+svamp-test,0.9061946902654867,0.2072251776542467
qwen3-4b,gsm-test+olympiadbench-test+svamp-test,0.6560327198364008,0.083576148438032
qwen3-4b,gpqa-test+gsm-test+svamp-test,0.7840290381125227,0.1197167383175021
qwen3-4b,gsm-test+scibench-test+svamp-test,0.7711038961038961,0.08555401930333
qwen3-4b,gsm-test+svamp-test+theoremqa-test,0.8187103594080338,0.1601240344321357
qwen3-4b,gsm-test+livemathbench-test+svamp-test,0.8872727272727273,0.1268276806058447
qwen3-4b,gsm-test+matscibench-test+svamp-test,0.6869976359338061,0.0824056007059052
qwen3-4b,gsm-test+mathhendrycks-test+olympiadbench-test,0.654126679462572,0.0892730412862143
qwen3-4b,gpqa-test+gsm-test+mathhendrycks-test,0.7699944842801986,0.1184049043762302
qwen3-4b,gsm-test+mathhendrycks-test+scibench-test,0.7594621513944223,0.0976486395353437
qwen3-4b,gsm-test+mathhendrycks-test+theoremqa-test,0.8036062378167641,0.1557333981221035
qwen3-4b,gsm-test+livemathbench-test+mathhendrycks-test,0.8599348534201955,0.1380090674181198
qwen3-4b,gsm-test+mathhendrycks-test+matscibench-test,0.6826373626373626,0.0883577746800196
qwen3-4b,gpqa-test+gsm-test+olympiadbench-test,0.5712056184159189,0.0880984293081982
qwen3-4b,gsm-test+olympiadbench-test+scibench-test,0.5775924583031182,0.079303824853289
qwen3-4b,gsm-test+olympiadbench-test+theoremqa-test,0.6127765881513205,0.0849044262242413
qwen3-4b,gsm-test+livemathbench-test+olympiadbench-test,0.6074398249452954,0.0859649704823919
qwen3-4b,gsm-test+matscibench-test+olympiadbench-test,0.5358677685950414,0.0819972110062142
qwen3-4b,gpqa-test+gsm-test+scibench-test,0.6536113936927772,0.0864068213124282
qwen3-4b,gpqa-test+gsm-test+theoremqa-test,0.7009950248756219,0.1147600901614173
qwen3-4b,gpqa-test+gsm-test+livemathbench-test,0.7233757535164099,0.1012539351845677
qwen3-4b,gpqa-test+gsm-test+matscibench-test,0.5879982086878639,0.0881862572154805
qwen3-4b,gsm-test+scibench-test+theoremqa-test,0.6975056689342404,0.1115000647090691
qwen3-4b,gsm-test+livemathbench-test+scibench-test,0.7162322274881516,0.0861790252820307
qwen3-4b,gsm-test+matscibench-test+scibench-test,0.5939044481054365,0.0916032946373154
qwen3-4b,gsm-test+livemathbench-test+theoremqa-test,0.7696304849884527,0.1302269989380605
qwen3-4b,gsm-test+matscibench-test+theoremqa-test,0.633495145631068,0.0981537422970537
qwen3-4b,gsm-test+livemathbench-test+matscibench-test,0.6327365728900256,0.0864672603164698
qwen3-4b,gsmsymbolic-test+mathhendrycks-test+svamp-test,0.8670258620689655,0.1830545798386426
qwen3-4b,gsmsymbolic-test+olympiadbench-test+svamp-test,0.7589981447124304,0.0783980669856534
qwen3-4b,gpqa-test+gsmsymbolic-test+svamp-test,0.8227490213136146,0.1165946493314304
qwen3-4b,gsmsymbolic-test+scibench-test+svamp-test,0.8161902774880033,0.0871925838780046
qwen3-4b,gsmsymbolic-test+svamp-test+theoremqa-test,0.8344014885259459,0.1450049875584815
qwen3-4b,gsmsymbolic-test+livemathbench-test+svamp-test,0.8581018518518518,0.1625838190598352
qwen3-4b,gsmsymbolic-test+matscibench-test+svamp-test,0.7786561264822134,0.0863506219162356
qwen3-4b,gsmsymbolic-test+mathhendrycks-test+olympiadbench-test,0.7551351351351351,0.0833805968685593
qwen3-4b,gpqa-test+gsmsymbolic-test+mathhendrycks-test,0.8160992013451029,0.116804391139827
qwen3-4b,gsmsymbolic-test+mathhendrycks-test+scibench-test,0.8100141328487785,0.1004513167575941
qwen3-4b,gsmsymbolic-test+mathhendrycks-test+theoremqa-test,0.8276966179707824,0.1573276893401915
qwen3-4b,gsmsymbolic-test+livemathbench-test+mathhendrycks-test,0.8497767857142857,0.1296064766541771
qwen3-4b,gsmsymbolic-test+mathhendrycks-test+matscibench-test,0.7739463601532567,0.0945413842378484
qwen3-4b,gpqa-test+gsmsymbolic-test+olympiadbench-test,0.7173202614379085,0.0823488908672487
qwen3-4b,gsmsymbolic-test+olympiadbench-test+scibench-test,0.7154129405576013,0.0695802394348233
qwen3-4b,gsmsymbolic-test+olympiadbench-test+theoremqa-test,0.7315120932660518,0.0828078521086644
qwen3-4b,gsmsymbolic-test+livemathbench-test+olympiadbench-test,0.7409177820267686,0.0830339376350334
qwen3-4b,gsmsymbolic-test+matscibench-test+olympiadbench-test,0.688107202680067,0.0715037744711989
qwen3-4b,gpqa-test+gsmsymbolic-test+scibench-test,0.7680716758297699,0.086009997425118
qwen3-4b,gpqa-test+gsmsymbolic-test+theoremqa-test,0.7862764883955601,0.1115271950228403
qwen3-4b,gpqa-test+gsmsymbolic-test+livemathbench-test,0.8037404236142407,0.1002612032901223
qwen3-4b,gpqa-test+gsmsymbolic-test+matscibench-test,0.7338740826573967,0.0821805363589664
qwen3-4b,gsmsymbolic-test+scibench-test+theoremqa-test,0.7815533980582524,0.107618472124123
qwen3-4b,gsmsymbolic-test+livemathbench-test+scibench-test,0.79775523418951,0.0909476815641508
qwen3-4b,gsmsymbolic-test+matscibench-test+scibench-test,0.731248836776475,0.0810807629832777
qwen3-4b,gsmsymbolic-test+livemathbench-test+theoremqa-test,0.8167628821894377,0.1297951139137798
qwen3-4b,gsmsymbolic-test+matscibench-test+theoremqa-test,0.7482001107624147,0.0962016730486076
qwen3-4b,gsmsymbolic-test+livemathbench-test+matscibench-test,0.76,0.086602636729909
qwen3-4b,mathhendrycks-test+olympiadbench-test+svamp-test,0.5284916201117319,0.0905423662054597
qwen3-4b,gpqa-test+mathhendrycks-test+svamp-test,0.6392785571142284,0.1124773246919365
qwen3-4b,mathhendrycks-test+scibench-test+svamp-test,0.6429170159262364,0.0936165589586257
qwen3-4b,mathhendrycks-test+svamp-test+theoremqa-test,0.7202910266774454,0.1532928826882767
qwen3-4b,livemathbench-test+mathhendrycks-test+svamp-test,0.7805555555555556,0.1120580596043395
qwen3-4b,mathhendrycks-test+matscibench-test+svamp-test,0.5445205479452054,0.0989947576921106
qwen3-4b,gpqa-test+olympiadbench-test+svamp-test,0.40389016018306634,0.0872147503775021
qwen3-4b,olympiadbench-test+scibench-test+svamp-test,0.4297478126608338,0.1001655037529869
qwen3-4b,olympiadbench-test+svamp-test+theoremqa-test,0.482637141419225,0.0931843344382953
qwen3-4b,livemathbench-test+olympiadbench-test+svamp-test,0.42857142857142855,0.0903923976299815
qwen3-4b,matscibench-test+olympiadbench-test+svamp-test,0.3904977375565611,0.1030327934579578
qwen3-4b,gpqa-test+scibench-test+svamp-test,0.4578627280625543,0.118501705521694
qwen3-4b,gpqa-test+svamp-test+theoremqa-test,0.5447698744769874,0.122942006966346
qwen3-4b,gpqa-test+livemathbench-test+svamp-test,0.4749262536873156,0.0801430671464654
qwen3-4b,gpqa-test+matscibench-test+svamp-test,0.3913963328631876,0.1189726521718652
qwen3-4b,scibench-test+svamp-test+theoremqa-test,0.5611510791366906,0.1251707895205221
qwen3-4b,livemathbench-test+scibench-test+svamp-test,0.5166093928980527,0.1130472664056223
qwen3-4b,matscibench-test+scibench-test+svamp-test,0.4240545567265964,0.1311658959019166
qwen3-4b,livemathbench-test+svamp-test+theoremqa-test,0.6270447110141767,0.1306132920167317
qwen3-4b,matscibench-test+svamp-test+theoremqa-test,0.4876282438141219,0.1165251552489143
qwen3-4b,livemathbench-test+matscibench-test+svamp-test,0.4201754385964912,0.1237951853830911
qwen3-4b,gpqa-test+mathhendrycks-test+olympiadbench-test,0.4224318658280922,0.0938389975123335
qwen3-4b,mathhendrycks-test+olympiadbench-test+scibench-test,0.444602948169282,0.1185734168939603
qwen3-4b,mathhendrycks-test+olympiadbench-test+theoremqa-test,0.49324639031206335,0.1041084051053799
qwen3-4b,livemathbench-test+mathhendrycks-test+olympiadbench-test,0.44785276073619634,0.0984736924869761
qwen3-4b,mathhendrycks-test+matscibench-test+olympiadbench-test,0.40632911392405063,0.1184244533894669
qwen3-4b,gpqa-test+mathhendrycks-test+scibench-test,0.4782608695652174,0.1247605145701364
qwen3-4b,gpqa-test+mathhendrycks-test+theoremqa-test,0.5542435424354244,0.134622359976864
qwen3-4b,gpqa-test+livemathbench-test+mathhendrycks-test,0.5035799522673031,0.1050109967123867
qwen3-4b,gpqa-test+mathhendrycks-test+matscibench-test,0.41508238276299114,0.1266766319811974
qwen3-4b,mathhendrycks-test+scibench-test+theoremqa-test,0.567741935483871,0.1435608430399603
qwen3-4b,livemathbench-test+mathhendrycks-test+scibench-test,0.5333978702807357,0.1307656045221626
qwen3-4b,mathhendrycks-test+matscibench-test+scibench-test,0.4421883812746757,0.146020158216679
qwen3-4b,livemathbench-test+mathhendrycks-test+theoremqa-test,0.6267409470752089,0.1389247623425609
qwen3-4b,mathhendrycks-test+matscibench-test+theoremqa-test,0.49972482113373695,0.1328852815269056
qwen3-4b,livemathbench-test+mathhendrycks-test+matscibench-test,0.4453846153846154,0.1311272385735766
qwen3-4b,gpqa-test+olympiadbench-test+scibench-test,0.3372149442018438,0.1566910811224034
qwen3-4b,gpqa-test+olympiadbench-test+theoremqa-test,0.38907363420427554,0.1210844996469784
qwen3-4b,gpqa-test+livemathbench-test+olympiadbench-test,0.30856423173803527,0.1077618780670089
qwen3-4b,gpqa-test+matscibench-test+olympiadbench-test,0.31056701030927836,0.1658282927440748
qwen3-4b,olympiadbench-test+scibench-test+theoremqa-test,0.4121739130434783,0.1423353548589987
qwen3-4b,livemathbench-test+olympiadbench-test+scibench-test,0.3471676948962423,0.1647174271922198
qwen3-4b,matscibench-test+olympiadbench-test+scibench-test,0.3376932223543401,0.1765060429343322
qwen3-4b,livemathbench-test+olympiadbench-test+theoremqa-test,0.4066776135741653,0.1232894452875491
qwen3-4b,matscibench-test+olympiadbench-test+theoremqa-test,0.3802103622906116,0.1479610752089167
qwen3-4b,livemathbench-test+matscibench-test+olympiadbench-test,0.315609756097561,0.1882484542779055
qwen3-4b,gpqa-test+scibench-test+theoremqa-test,0.4244031830238727,0.1721270821419284
qwen3-4b,gpqa-test+livemathbench-test+scibench-test,0.313824419778002,0.2273455576378379
qwen3-4b,gpqa-test+matscibench-test+scibench-test,0.3142692085499711,0.2323438252348538
qwen3-4b,gpqa-test+livemathbench-test+theoremqa-test,0.42028985507246375,0.1891218994302534
qwen3-4b,gpqa-test+matscibench-test+theoremqa-test,0.37633802816901407,0.1699903551735666
qwen3-4b,gpqa-test+livemathbench-test+matscibench-test,0.26947535771065184,0.2470341272488889
qwen3-4b,livemathbench-test+scibench-test+theoremqa-test,0.4585365853658537,0.1744229501842992
qwen3-4b,matscibench-test+scibench-test+theoremqa-test,0.40456852791878173,0.1775855681201971
qwen3-4b,livemathbench-test+matscibench-test+scibench-test,0.3220922229869236,0.2556302475766455
qwen3-4b,livemathbench-test+matscibench-test+theoremqa-test,0.3954575818303273,0.1728208954419618
qwen3-8b,gsm-test+gsmsymbolic-test+svamp-test,0.8593012275731823,0.3269049846346079
qwen3-8b,gsm-test+gsmsymbolic-test+mathhendrycks-test,0.8520623281393217,0.3252170541490869
qwen3-8b,gsm-test+gsmsymbolic-test+olympiadbench-test,0.7493956486704271,0.1574614815200784
qwen3-8b,gpqa-test+gsm-test+gsmsymbolic-test,0.809532606687604,0.2194268737573777
qwen3-8b,gsm-test+gsmsymbolic-test+scibench-test,0.8063480741797432,0.2026819769858408
qwen3-8b,gsm-test+gsmsymbolic-test+theoremqa-test,0.8221868365180467,0.2574436934220084
qwen3-8b,gsm-test+gsmsymbolic-test+livemathbench-test,0.8455696202531645,0.3080011843877394
qwen3-8b,gsm-test+gsmsymbolic-test+matscibench-test,0.7778723404255319,0.1868511830950864
qwen3-8b,gsm-test+mathhendrycks-test+svamp-test,0.8979351032448377,0.3543753344394337
qwen3-8b,gsm-test+olympiadbench-test+svamp-test,0.6233128834355828,0.1299845182751053
qwen3-8b,gpqa-test+gsm-test+svamp-test,0.7598306110102844,0.2257556848645436
qwen3-8b,gsm-test+scibench-test+svamp-test,0.7554112554112554,0.1639365334466958
qwen3-8b,gsm-test+svamp-test+theoremqa-test,0.8039112050739958,0.2372477598241417
qwen3-8b,gsm-test+livemathbench-test+svamp-test,0.8843636363636364,0.3338115727365583
qwen3-8b,gsm-test+matscibench-test+svamp-test,0.68274231678487,0.1791292524642841
qwen3-8b,gsm-test+mathhendrycks-test+olympiadbench-test,0.6226487523992322,0.1317806936983563
qwen3-8b,gpqa-test+gsm-test+mathhendrycks-test,0.7468284611141754,0.1926133336529653
qwen3-8b,gsm-test+mathhendrycks-test+scibench-test,0.7440239043824701,0.1537316410659718
qwen3-8b,gsm-test+mathhendrycks-test+theoremqa-test,0.7889863547758285,0.2245640936788845
qwen3-8b,gsm-test+livemathbench-test+mathhendrycks-test,0.8560260586319218,0.3050656198499908
qwen3-8b,gsm-test+mathhendrycks-test+matscibench-test,0.6778021978021977,0.1606759087281146
qwen3-8b,gpqa-test+gsm-test+olympiadbench-test,0.5290674990245806,0.1253841947805848
qwen3-8b,gsm-test+olympiadbench-test+scibench-test,0.542422044960116,0.1315786342036026
qwen3-8b,gsm-test+olympiadbench-test+theoremqa-test,0.5785153461812991,0.1436868576247633
qwen3-8b,gsm-test+livemathbench-test+olympiadbench-test,0.5759299781181619,0.1268476685956203
qwen3-8b,gsm-test+matscibench-test+olympiadbench-test,0.5104132231404959,0.1291523758049929
qwen3-8b,gpqa-test+gsm-test+scibench-test,0.624618514750763,0.1327701818429178
qwen3-8b,gpqa-test+gsm-test+theoremqa-test,0.673134328358209,0.1665935631723461
qwen3-8b,gpqa-test+gsm-test+livemathbench-test,0.7019423978566645,0.1753288211200225
qwen3-8b,gpqa-test+gsm-test+matscibench-test,0.5714285714285714,0.1592326516979871
qwen3-8b,gsm-test+scibench-test+theoremqa-test,0.6770975056689342,0.1624561622144401
qwen3-8b,gsm-test+livemathbench-test+scibench-test,0.7037914691943128,0.1371692337480343
qwen3-8b,gsm-test+matscibench-test+scibench-test,0.5831960461285008,0.1445570489351617
qwen3-8b,gsm-test+livemathbench-test+theoremqa-test,0.7580831408775982,0.2113613281230817
qwen3-8b,gsm-test+matscibench-test+theoremqa-test,0.6233818770226537,0.1587730422623047
qwen3-8b,gsm-test+livemathbench-test+matscibench-test,0.6322250639386189,0.1584685561251119
qwen3-8b,gsmsymbolic-test+mathhendrycks-test+svamp-test,0.8377155172413793,0.3164989191906689
qwen3-8b,gsmsymbolic-test+olympiadbench-test+svamp-test,0.7215213358070501,0.1486432842957429
qwen3-8b,gpqa-test+gsmsymbolic-test+svamp-test,0.7875163114397564,0.2224875279898966
qwen3-8b,gsmsymbolic-test+scibench-test+svamp-test,0.7846860004172752,0.1913030664845911
qwen3-8b,gsmsymbolic-test+svamp-test+theoremqa-test,0.8033905313210667,0.2459933021207189
qwen3-8b,gsmsymbolic-test+livemathbench-test+svamp-test,0.8289351851851852,0.3016157409243845
qwen3-8b,gsmsymbolic-test+matscibench-test+svamp-test,0.7527667984189723,0.1789222714813597
qwen3-8b,gsmsymbolic-test+mathhendrycks-test+olympiadbench-test,0.7183783783783784,0.1514298317520195
qwen3-8b,gpqa-test+gsmsymbolic-test+mathhendrycks-test,0.7816309373686423,0.1904093662676996
qwen3-8b,gsmsymbolic-test+mathhendrycks-test+scibench-test,0.7791237633757319,0.1846764623841197
qwen3-8b,gsmsymbolic-test+mathhendrycks-test+theoremqa-test,0.7972783670202122,0.2387265561369703
qwen3-8b,gsmsymbolic-test+livemathbench-test+mathhendrycks-test,0.8212053571428571,0.277224626945199
qwen3-8b,gsmsymbolic-test+mathhendrycks-test+matscibench-test,0.7484674329501916,0.1677296915593411
qwen3-8b,gpqa-test+gsmsymbolic-test+olympiadbench-test,0.6755628177196805,0.123762721057497
qwen3-8b,gsmsymbolic-test+olympiadbench-test+scibench-test,0.6770120988953182,0.1273410561877814
qwen3-8b,gsmsymbolic-test+olympiadbench-test+theoremqa-test,0.6935792587436923,0.1539865089640693
qwen3-8b,gsmsymbolic-test+livemathbench-test+olympiadbench-test,0.7038240917782027,0.13775345861746
qwen3-8b,gsmsymbolic-test+matscibench-test+olympiadbench-test,0.6547738693467337,0.1239941555404395
qwen3-8b,gpqa-test+gsmsymbolic-test+scibench-test,0.7316228873956424,0.1507158063038827
qwen3-8b,gpqa-test+gsmsymbolic-test+theoremqa-test,0.7503531786074672,0.1841424591467642
qwen3-8b,gpqa-test+gsmsymbolic-test+livemathbench-test,0.7690401081568274,0.1841869284267047
qwen3-8b,gpqa-test+gsmsymbolic-test+matscibench-test,0.7031672460409425,0.1533368034501468
qwen3-8b,gsmsymbolic-test+scibench-test+theoremqa-test,0.749126213592233,0.1789202636993669
qwen3-8b,gsmsymbolic-test+livemathbench-test+scibench-test,0.766889704295273,0.168792610331973
qwen3-8b,gsmsymbolic-test+matscibench-test+scibench-test,0.7037037037037037,0.147710342555436
qwen3-8b,gsmsymbolic-test+livemathbench-test+theoremqa-test,0.7864015394483643,0.2183686844575678
qwen3-8b,gsmsymbolic-test+matscibench-test+theoremqa-test,0.7210633191803582,0.1688627549105173
qwen3-8b,gsmsymbolic-test+livemathbench-test+matscibench-test,0.7348979591836735,0.1578694137761774
qwen3-8b,mathhendrycks-test+olympiadbench-test+svamp-test,0.4810055865921788,0.1734874607708621
qwen3-8b,gpqa-test+mathhendrycks-test+svamp-test,0.594188376753507,0.1724795500657171
qwen3-8b,mathhendrycks-test+scibench-test+svamp-test,0.6144174350377201,0.162668963320523
qwen3-8b,mathhendrycks-test+svamp-test+theoremqa-test,0.6936135812449474,0.2293993202593854
qwen3-8b,livemathbench-test+mathhendrycks-test+svamp-test,0.7680555555555556,0.2684098570559393
qwen3-8b,mathhendrycks-test+matscibench-test+svamp-test,0.5349315068493151,0.1623419866689709
qwen3-8b,gpqa-test+olympiadbench-test+svamp-test,0.3403890160183066,0.1945884354029001
qwen3-8b,olympiadbench-test+scibench-test+svamp-test,0.37828100874935666,0.1846031465849555
qwen3-8b,olympiadbench-test+svamp-test+theoremqa-test,0.43281328636134875,0.1809901395599262
qwen3-8b,livemathbench-test+olympiadbench-test+svamp-test,0.37755102040816324,0.1950137396984871
qwen3-8b,matscibench-test+olympiadbench-test+svamp-test,0.35429864253393667,0.1832157925181869
qwen3-8b,gpqa-test+scibench-test+svamp-test,0.40573414422241527,0.155892296928183
qwen3-8b,gpqa-test+svamp-test+theoremqa-test,0.49539748953974894,0.1841635291089552
qwen3-8b,gpqa-test+livemathbench-test+svamp-test,0.42330383480825956,0.1831961687646942
qwen3-8b,gpqa-test+matscibench-test+svamp-test,0.3631875881523272,0.1775460448855325
qwen3-8b,scibench-test+svamp-test+theoremqa-test,0.5266187050359712,0.1865534728365886
qwen3-8b,livemathbench-test+scibench-test+svamp-test,0.48911798396334477,0.172634064151556
qwen3-8b,matscibench-test+scibench-test+svamp-test,0.4060756354618723,0.1733350815510775
qwen3-8b,livemathbench-test+svamp-test+theoremqa-test,0.6019629225736096,0.2239832826804915
qwen3-8b,matscibench-test+svamp-test+theoremqa-test,0.47073023536511766,0.184171501838875
qwen3-8b,livemathbench-test+matscibench-test+svamp-test,0.4166666666666667,0.1778350006186355
qwen3-8b,gpqa-test+mathhendrycks-test+olympiadbench-test,0.3632075471698113,0.2144710717529346
qwen3-8b,mathhendrycks-test+olympiadbench-test+scibench-test,0.3961008083689967,0.2029162572841227
qwen3-8b,mathhendrycks-test+olympiadbench-test+theoremqa-test,0.4462040055891942,0.1850038539262938
