LLM,Benchmark,Mean,STD,Max,Q10,Q25,Q50,Q75,Q90,Skew,Kurt,SE_sum,NLL_avg,NLL_max,NLL_sum,LNTP,MTP,PPL
phi3-3b,mathhendrycks-test,0.0023680823680823915,0.004976404976405058,0.007395967395967262,0.0002574002574002865,-0.0005662805662804971,0.0041355641355641515,0.0016645216645215788,0.004221364221364099,-0.016044616044616045,-0.020042900042900103,0.0005834405834406198,0.0018361218361219178,0.006435006435006496,0.0004633204633205379,0.0018361218361218068,0.006435006435006385,0.0018361218361219178
phi3-3b,gsm-test,0.00012452230666837316,-0.0009532397269096382,-5.5820344368573416e-05,0.0005238524625360563,0.0019966507793378607,0.0014727983168019154,-0.0007557215852977972,0.0017175490574949936,-0.0015672635149641678,-0.0026536132938297374,-0.00039933015586768317,0.00025333848598052544,0.001532912533814379,0.0008759500193225023,0.0002554854223023595,0.001537206406457936,0.0002554854223023595
phi3-3b,olympiadbench-test,0.001738773274917893,0.0029709748083242005,-0.007085158817086601,-0.00010268346111741433,0.002039978094195094,0.0003354326396494134,-0.0008556955093098617,-0.00021905805038335835,-0.02106380065717417,-0.03172918948521353,0.00013691128148962672,0.0013485761226724735,-0.009179901423877257,0.00015744797371297636,0.0013485761226724735,-0.009179901423877257,0.0013485761226724735
